# P212
# ISBN-13
12[11],9th,ADJ,15[12],amod
13[12],ed/,NOUN,15[14],compound
14[13],2009,NUM,15[12],compound[nummod]
15[14],update,NOUN,9[8],nmod
16[15],),PUNCT,15[14],punct

# P716
# JPL Small-Body Database SPK-ID
1,JPL,PROPN,5,compound
2,Small,ADJ,4,amod
3,-,PUNCT,4,punct
4,Body,NOUN,5,compound
5,Database,NOUN,0,root
6,SPK-ID[SPK],NOUN,5[8],appos[compound]
<none>[7],<none>[-],<none>[PUNCT],<none>[8],<none>[punct]
<none>[8],<none>[ID],<none>[NOUN],<none>[5],<none>[appos]

# P773
# ISO 3166-3
1,ISO,PROPN,2[0],compound[root]
2,3166-3[3166],NUM,0[1],root[nummod]
<none>[3],<none>[-3],<none>[NUM],<none>[1],<none>[list]

# P910
# topic's main category
1[1-2],topic[topic's],NOUN[_],4[_],nmod:poss[_]
2[1],'s[topic],PART[NOUN],1[4],case[nmod:poss]
3[2],main['s],ADJ[PART],4[1],amod[case]
4[3],category[main],NOUN[ADJ],0[4],root[amod]
<none>[4],<none>[category],<none>[NOUN],<none>[0],<none>[root]

# P957
# ISBN-10
1,ISBN,PROPN,0,root
2,-10[-],NUM[PUNCT],1,dep[punct]
<none>[3],<none>[10],<none>[NUM],<none>[1],<none>[nummod]

# P990
# audio recording of the subject's spoken voice
1,audio,ADJ[NOUN],2,amod[compound]
2,recording,NOUN,0,root
3,of,ADP,8[7],case
4,the,DET,5,det
5,subject[subject's],NOUN,8[7],nmod:poss[compound]
6,'s[spoken],PART[VERB],5[7],case[amod]
7,spoken[voice],VERB[NOUN],8[2],amod[nmod]
8[<none>],voice[<none>],NOUN[<none>],2[<none>],nmod[<none>]

# P1021
# KldB-2010 occupation code
1,KldB[KldB-2010],PROPN[NOUN],4[0],compound[root]
2,-2010[occupation],NUM[NOUN],4[3],nummod[compound]
3,occupation[code],NOUN,4[1],compound[appos]
4[<none>],code[<none>],NOUN[<none>],0[<none>],root[<none>]

# P1023
# SBC-2010 occupation code
1,SBC[SBC-2010],PROPN,5[3],compound
2,-[occupation],PUNCT[NOUN],1[3],punct[compound]
3,2010[code],NUM[NOUN],1[0],nmod:tmod[root]
4[<none>],occupation[<none>],NOUN[<none>],5[<none>],compound[<none>]
5[<none>],code[<none>],NOUN[<none>],0[<none>],root[<none>]

# P1029
# crew member (s)
1,crew,NOUN,2,compound
2,member(s[member],NOUN,0,root
3,)[(],PUNCT,2,punct
<none>[4],<none>[s],<none>[ADJ],<none>[2],<none>[amod]
<none>[5],<none>[)],<none>[PUNCT],<none>[2],<none>[punct]

# P1052
# Portuguese Job Code CPP-2010
1,Portuguese,ADJ,2[3],amod
2,Job,PROPN[NOUN],4[3],compound
3,Code,PROPN[NOUN],4[0],compound[root]
4,CPP[CPP-2010],NOUN,0[3],root[appos]
5[<none>],-[<none>],PUNCT[<none>],4[<none>],punct[<none>]
6[<none>],2010[<none>],NUM[<none>],4[<none>],nmod:tmod[<none>]

# P1069
# Statistics Denmarks classification of occupation (DISCO-08)
1,Statistics,NOUN[PROPN],3[2],compound
2,Denmarks,NOUN[PROPN],3,compound
3,classification,NOUN,0,root
4,of,ADP,5,case
5,occupation,NOUN,3,nmod
6,(,PUNCT,7,punct
7,DISCO,PROPN,3,appos
8,-[-08],SYM[NUM],9[7],case[nummod]
9,08[)],NUM[PUNCT],7,nmod[punct]
10[<none>],)[<none>],PUNCT[<none>],7[<none>],punct[<none>]

# P1070
# PlantList-ID
1,PlantList,X[NOUN],0[3],root[compound]
2,-ID[-],PROPN[PUNCT],1[3],flat[punct]
<none>[3],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P1088
# Mohs' hardness
1[1-2],Mohs[Mohs'],PROPN[_],3[_],nmod:poss[_]
2[1],'[Mohs],PART[PROPN],1[3],case[nmod:poss]
3[2],hardness['],NOUN[PART],0[1],root[case]
<none>[3],<none>[hardness],<none>[NOUN],<none>[0],<none>[root]

# P1127
# isospin z-component
1,isospin,NOUN,2,compound
2,z-component[z-],NOUN,0[3],root[compound]
<none>[3],<none>[component],<none>[NOUN],<none>[0],<none>[root]

# P1151
# topic's main Wikimedia portal
1[1-2],topic[topic's],NOUN[_],5[_],nmod:poss[_]
2[1],'s[topic],PART[NOUN],1[5],case[nmod:poss]
3[2],main['s],ADJ[PART],5[1],amod[case]
4[3],Wikimedia[main],PROPN[ADJ],5,compound[amod]
5[4],portal[Wikimedia],NOUN[PROPN],0[5],root[compound]
<none>[5],<none>[portal],<none>[NOUN],<none>[0],<none>[root]

# P1204
# Wikimedia portal's main topic
1,Wikimedia,PROPN,2,compound
2[2-3],portal[portal's],NOUN[_],5[_],nmod:poss[_]
3[2],'s[portal],PART[PROPN],2[5],case[nmod:poss]
4[3],main['s],ADJ[PART],5[2],amod[case]
5[4],topic[main],NOUN[ADJ],0[5],root[amod]
<none>[5],<none>[topic],<none>[NOUN],<none>[0],<none>[root]

# P1214
# Riksdagen person-ID
1,Riksdagen,PROPN,0,root
2,person-ID[person],NOUN,1[4],flat[compound]
<none>[3],<none>[-],<none>[PUNCT],<none>[4],<none>[punct]
<none>[4],<none>[ID],<none>[NOUN],<none>[1],<none>[appos]

# P1248
# KulturNav-ID
1,KulturNav-ID[KulturNav],X[PROPN],0[3],root[compound]
<none>[2],<none>[-],<none>[PUNCT],<none>[3],<none>[punct]
<none>[3],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P1282
# OpenStreetMap tag or key
1,OpenStreetMap[OpenStreet],PROPN,2,compound
2,tag[Map],NOUN,0[3],root[compound]
3,or[tag],CCONJ[NOUN],4[0],cc[root]
4,key[or],NOUN[CCONJ],2[5],conj[cc]
<none>[5],<none>[key],<none>[NOUN],<none>[3],<none>[conj]

# P1293
# Royal Aero Club Aviator's Certificate ID
1,Royal,ADJ,2[3],amod
2,Aero,PROPN,3,compound
3,Club,PROPN,7[6],compound
4,Aviator[Aviator's],NOUN[PROPN],7[6],nmod:poss[compound]
5,'s[Certificate],PART[PROPN],4[6],case[compound]
6,Certificate[ID],NOUN[PROPN],7[0],compound[root]
7[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P1424
# topic's main template
1[1-2],topic[topic's],NOUN[_],4[_],nmod:poss[_]
2[1],'s[topic],PART[NOUN],1[4],case[nmod:poss]
3[2],main['s],ADJ[PART],4[1],amod[case]
4[3],template[main],NOUN[ADJ],0[4],root[amod]
<none>[4],<none>[template],<none>[NOUN],<none>[0],<none>[root]

# P1450
# Sandbox-Monolingual text
1,Sandbox[Sandbox-Monolingual],NOUN[ADJ],3[2],compound[amod]
2,-[text],PUNCT[NOUN],1[0],punct[root]
3[<none>],Monolingual[<none>],ADJ[<none>],4[<none>],amod[<none>]
4[<none>],text[<none>],NOUN[<none>],0[<none>],root[<none>]

# P1483
# kulturnoe-nasledie.ru ID
1,kulturnoe[kulturnoe-nasledie.ru],PROPN,3[2],compound
2,-nasledie.ru[ID],NOUN[PROPN],3[0],compound[root]
3[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P1615
# CLARA-ID
1,CLARA-ID[CLARA],PROPN,0,root
<none>[2],<none>[-],<none>[PUNCT],<none>[3],<none>[punct]
<none>[3],<none>[ID],<none>[PROPN],<none>[1],<none>[flat]

# P1690
# ICD-10-PCS
1,ICD,PROPN,0,root
2,-10[-],NUM[PUNCT],1,dep[punct]
3,-PCS[10],NOUN[NUM],1,appos[nummod]
<none>[4],<none>[-],<none>[PUNCT],<none>[1],<none>[punct]
<none>[5],<none>[PCS],<none>[NOUN],<none>[1],<none>[appos]

# P1692
# ICD-9-CM
1,ICD-9-CM[ICD],PROPN,0,root
<none>[2],<none>[-],<none>[PUNCT],<none>[1],<none>[punct]
<none>[3],<none>[9],<none>[NUM],<none>[1],<none>[nummod]
<none>[4],<none>[-],<none>[PUNCT],<none>[1],<none>[punct]
<none>[5],<none>[CM],<none>[NOUN],<none>[1],<none>[appos]

# P1825
# Baseball-Reference.com major league player ID
1,Baseball[Baseball-Reference.com],NOUN[X],3[0],compound[root]
2,-[major],PUNCT[ADJ],1[3],punct[amod]
3,Reference.com[league],PROPN[NOUN],7[5],compound
4,major[player],ADJ[NOUN],5,amod[compound]
5,league[ID],NOUN,7[1],compound[appos]
6[<none>],player[<none>],NOUN[<none>],7[<none>],compound[<none>]
7[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P1826
# Baseball-Reference.com minor & foreign league player ID
1,Baseball[Baseball-Reference.com],NOUN[X],3[0],compound[root]
2,-[minor],PUNCT[ADJ],1[7],punct[amod]
3,Reference.com[&],NOUN[CCONJ],9[5],compound[cc]
4,minor[foreign],ADJ,9[5],amod
5,&[league],CCONJ[NOUN],7[2],cc[conj]
6,foreign[player],ADJ[NOUN],7,amod[compound]
7,league[ID],NOUN,9[1],compound[appos]
8[<none>],player[<none>],NOUN[<none>],9[<none>],compound[<none>]
9[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P1878
# Vox-ATypI classification
1,Vox,PROPN,3[0],compound[root]
2,-ATypI[-],PROPN[PUNCT],3[1],compound[punct]
3,classification[ATypI],NOUN[PROPN],0[4],root[compound]
<none>[4],<none>[classification],<none>[NOUN],<none>[1],<none>[appos]

# P1901
# BALaT person/organisation id
1,BALaT,PROPN,2[0],compound[root]
2,person[person/],NOUN,5[1],compound[appos]
3,/[organisation],SYM[NOUN],4,cc[compound]
4,organisation[id],NOUN,5[1],compound[appos]
5[<none>],id[<none>],NOUN[<none>],0[<none>],root[<none>]

# P1934
# Animator.ru film ID
1,Animator[Animator.ru],NOUN[PROPN],2[0],compound[root]
2,.ru[film],PROPN[NOUN],4[3],compound
3,film[ID],NOUN,4[1],compound[appos]
4[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P2037
# GitHub username
1,GitHub[Git],PROPN,2,compound
2,username[Hub],NOUN[PROPN],0[3],root[compound]
<none>[3],<none>[username],<none>[NOUN],<none>[0],<none>[root]

# P2061
# aspect ratio (W:H)
1,aspect,NOUN,2,compound
2,ratio,NOUN,0,root
3,(,PUNCT,5[4],punct
4,W:[W:H],SYM,5[2],compound[appos]
5,H[)],NOUN[PUNCT],2[4],appos[punct]
6[<none>],)[<none>],PUNCT[<none>],5[<none>],punct[<none>]

# P2115
# NDF-RT ID
1,NDF,PROPN,3[4],compound
2,-RT[-],PUNCT,3,punct
3,ID[RT],NOUN[PROPN],0[4],root[compound]
<none>[4],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P2170
# Hansard (2006–March 2016) ID
1,Hansard,PROPN,0,root
2,(,PUNCT,3,punct
3,2006,NUM,1,nmod:tmod[appos]
4,–March[–],PROPN[SYM],5,compound[case]
5,2016[March],NUM[PROPN],3,nmod:tmod[nmod]
6,)[2016],PUNCT[NUM],3[5],punct[nummod]
7,ID[)],NOUN[PUNCT],1[3],appos[punct]
<none>[8],<none>[ID],<none>[NOUN],<none>[1],<none>[appos]

# P2190
# C-SPAN person ID
1,C-[C],PROPN,2[5],compound
2,SPAN[-],PROPN[PUNCT],4[3],compound[punct]
3,person[SPAN],NOUN[PROPN],4[1],compound[flat]
4,ID[person],NOUN,0[5],root[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P2255
# Debrett's People of Today ID
1[1-2],Debrett[Debrett's],PROPN[_],3[_],nmod:poss[_]
2[1],'s[Debrett],PART[PROPN],1[3],case[nmod:poss]
3[2],People['s],NOUN[PART],0[1],root[case]
4[3],of[People],ADP[NOUN],6[0],case[root]
5[4],Today[of],NOUN[ADP],6[5],compound[case]
6[5],ID[Today],NOUN,3,nmod
<none>[6],<none>[ID],<none>[PROPN],<none>[3],<none>[nmod]

# P2264
# Mix'n'match catalog ID
1,Mix[Mix'n'],VERB[NOUN],0[2],root[compound]
2,'n[match],SYM[NOUN],1[4],dep[compound]
3,'[catalog],PUNCT[NOUN],1[4],punct[compound]
4,match[ID],NOUN,6[0],compound[root]
5[<none>],catalog[<none>],NOUN[<none>],6[<none>],compound[<none>]
6[<none>],ID[<none>],NOUN[<none>],1[<none>],obj[<none>]

# P2273
# HAdW member ID
1,HAdW[HAd],PROPN[VERB],3[0],compound[root]
2,member[W],NOUN[PROPN],3[4],compound
3,ID[member],NOUN,0[4],root[compound]
<none>[4],<none>[ID],<none>[NOUN],<none>[1],<none>[obj]

# P2298
# NSDAP membership number (1925–1945)
1,NSDAP,PROPN,3,compound
2,membership,NOUN,3,compound
3,number,NOUN,0,root
4,(,PUNCT,5,punct
5,1925[1925–1945],NUM,3,nmod:tmod[appos]
6,–1945[)],NUM[PUNCT],5,dep[punct]
7[<none>],)[<none>],PUNCT[<none>],5[<none>],punct[<none>]

# P2355
# UNESCO Atlas of the World's Languages in Danger ID
1,UNESCO,PROPN,2,compound
2,Atlas,PROPN,0,root
3,of,ADP,7,case
4,the,DET,5,det
5[5-6],World[World's],PROPN[_],7[_],nmod:poss[_]
6[5],'s[World],PART[PROPN],5[7],case[nmod:poss]
7[6],Languages['s],PROPN[PART],2[5],nmod[case]
8[7],in[Languages],ADP[PROPN],10[2],case[nmod]
9[8],Danger[in],PROPN[ADP],10,compound[case]
10[9],ID[Danger],NOUN,7[10],nmod[compound]
<none>[10],<none>[ID],<none>[NOUN],<none>[7],<none>[nmod]

# P2428
# RePEc Short-ID
1,RePEc,NOUN[PROPN],0[4],root[compound]
2,Short,ADJ,1[4],amod
3,-ID[-],NOUN[PUNCT],1[4],appos[punct]
<none>[4],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P2431
# Thyssen-Bornemisza artist ID
1,Thyssen-Bornemisza[Thyssen],PROPN,3,compound
2,artist[-],NOUN[PUNCT],3,compound[punct]
3,ID[Bornemisza],NOUN[PROPN],0,root
<none>[4],<none>[artist],<none>[NOUN],<none>[5],<none>[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[3],<none>[list]

# P2463
# elibrary.ru organisation ID
1,elibrary[elibrary.ru],NOUN[X],2[0],compound[root]
2,.ru[organisation],NOUN,4[3],compound
3,organisation[ID],NOUN,4[1],compound[appos]
4[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P2489
# hram.by ID
1,hram[hram.by],NOUN,3[2],compound
2,.by[ID],NUM[PROPN],3[0],nummod[root]
3[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P2512
# series spin-off
1,series,NOUN,2[3],compound
2,spin-off[spin-],NOUN,0[3],root[compound]
<none>[3],<none>[off],<none>[NOUN],<none>[0],<none>[root]

# P2540
# Aarne–Thompson–Uther Tale Type Index
1,Aarne–Thompson–Uther[Aarne],PROPN,4[0],compound[root]
2,Tale[–],NOUN[PUNCT],3[1],compound[punct]
3,Type[Thompson],NOUN[PROPN],4[1],compound[appos]
4,Index[–],NOUN[PUNCT],0[1],root[punct]
<none>[5],<none>[Uther],<none>[ADJ],<none>[8],<none>[amod]
<none>[6],<none>[Tale],<none>[PROPN],<none>[8],<none>[compound]
<none>[7],<none>[Type],<none>[NOUN],<none>[8],<none>[compound]
<none>[8],<none>[Index],<none>[NOUN],<none>[1],<none>[appos]

# P2574
# National-Football-Teams.com player ID
1,National[National-Football-Teams.com],ADJ[X],7[0],amod[root]
2,-[player],PUNCT[NOUN],1[3],punct[compound]
3,Football[ID],NOUN,5[1],compound[appos]
4[<none>],-[<none>],PUNCT[<none>],5[<none>],punct[<none>]
5[<none>],Teams.com[<none>],PROPN[<none>],1[<none>],conj[<none>]
6[<none>],player[<none>],NOUN[<none>],7[<none>],compound[<none>]
7[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P2648
# CQ Ranking men's race ID
1,CQ,PROPN[NOUN],5[2],compound
2,Ranking,NOUN,3[0],compound[root]
3[3-4],men's,NOUN[_],5[_],compound[_]
4[3],race[men],NOUN,5[6],compound[nmod:poss]
5[4],ID['s],NOUN[PART],0[3],root[case]
<none>[5],<none>[race],<none>[NOUN],<none>[6],<none>[compound]
<none>[6],<none>[ID],<none>[NOUN],<none>[2],<none>[obj]

# P2649
# CQ Ranking men's team URL
1,CQ,PROPN[NOUN],2,compound
2,Ranking,NOUN,5[0],compound[root]
3[3-4],men's,NOUN[_],4[_],compound[_]
4[3],team[men],NOUN,5[6],compound[nmod:poss]
5[4],URL['s],NOUN[PART],0[3],root[case]
<none>[5],<none>[team],<none>[NOUN],<none>[6],<none>[compound]
<none>[6],<none>[URL],<none>[NOUN],<none>[2],<none>[appos]

# P2670
# has part (s) of the class
1,has,VERB,0,root
2,part(s[part],NOUN,1,obj
3,)[(],PUNCT,1[2],punct
4,of[s],ADP[ADJ],6[2],case[amod]
5,the[)],DET[PUNCT],6[2],det[punct]
6,class[of],NOUN[ADP],2[8],nmod[case]
<none>[7],<none>[the],<none>[DET],<none>[8],<none>[det]
<none>[8],<none>[class],<none>[NOUN],<none>[2],<none>[nmod]

# P2708
# CQ Ranking women's race ID
1,CQ,PROPN[NOUN],3[2],compound
2,Ranking,NOUN[VERB],3[0],compound[root]
3[3-4],women[women's],NOUN[_],6[_],nmod:poss[_]
4[3],'s[women],PART[NOUN],3[6],case[nmod:poss]
5[4],race['s],NOUN[PART],6[3],compound[case]
6[5],ID[race],NOUN,0[6],root[compound]
<none>[6],<none>[ID],<none>[NOUN],<none>[2],<none>[obj]

# P2717
# no-observed-adverse-effect level
1,no[no-observed],ADV[ADJ],3[6],advmod[amod]
2,-,PUNCT,1[6],punct
3,observed[adverse],VERB[ADJ],8[5],amod
4,-,PUNCT,3[5],punct
5,adverse[effect],ADJ[NOUN],7[6],amod[compound]
6,-[level],PUNCT[NOUN],7[0],punct[root]
7[<none>],effect[<none>],NOUN[<none>],8[<none>],compound[<none>]
8[<none>],level[<none>],NOUN[<none>],0[<none>],root[<none>]

# P2750
# Photographers’ Identities Catalog ID
1[1-2],Photographers[Photographers’],NOUN[_],5[_],nmod:poss[_]
2[1],’[Photographers],PART[NOUN],1[3],case[nmod:poss]
3[2],Identities[’],NOUN[PART],5[1],compound[case]
4[3],Catalog[Identities],NOUN,5[0],compound[root]
5[4],ID[Catalog],NOUN,0[5],root[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[3],<none>[appos]

# P2765
# blue-style.com ID
1,blue[blue-style.com],ADJ[X],3[2],amod[compound]
2,-style.com[ID],X[NOUN],3[0],compound[root]
3[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P2771
# D-U-N-S number
1,D,PROPN,7[0],compound[root]
2,-U[-],PROPN[PUNCT],1,flat[punct]
3,-[U],PUNCT[PROPN],4[6],punct[compound]
4[4-5],N[-N-S],PROPN[_],1[_],flat[_]
5[4],-[-N],PUNCT[SYM],6,punct[compound]
6[5],S[-s],PROPN[PART],1,flat[case]
7[6],number,NOUN,0[1],root[appos]

# P2773
# FIS cross-country skier ID
1,FIS,PROPN,2[6],compound
2,cross-country[cross],NOUN,4,compound
3,skier[-],NOUN[PUNCT],4,compound[punct]
4,ID[country],NOUN,0[6],root[compound]
<none>[5],<none>[skier],<none>[NOUN],<none>[6],<none>[compound]
<none>[6],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P2814
# P-number
1,P-number[P-],NOUN,0[2],root[compound]
<none>[2],<none>[number],<none>[NOUN],<none>[0],<none>[root]

# P2848
# Wi-Fi access
1,Wi,PROPN[NOUN],3,compound
2,-Fi[-],PROPN[PUNCT],3,compound[punct]
3,access[Fi],NOUN[PROPN],0[4],root[compound]
<none>[4],<none>[access],<none>[NOUN],<none>[0],<none>[root]

# P2880
# NIOSHTIC-2 ID
1,NIOSHTIC,PROPN,3[4],compound
2,-2[-],NUM[PUNCT],3[1],nummod[punct]
3,ID[2],NOUN[NUM],0[1],root[nummod]
<none>[4],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P2908
# SecondHandSongs work ID
1,SecondHandSongs[SecondHand],PROPN,2,nsubj[compound]
2,work[Songs],VERB[NOUN],0,root
3,ID[work],NOUN,2[4],obj[compound]
<none>[4],<none>[ID],<none>[NOUN],<none>[2],<none>[appos]

# P2909
# SecondHandSongs artist ID
1,SecondHandSongs[SecondHand],NOUN[PROPN],3[2],compound
2,artist[Songs],NOUN[PROPN],3[0],compound[root]
3,ID[artist],NOUN,0[4],root[compound]
<none>[4],<none>[ID],<none>[NOUN],<none>[2],<none>[appos]

# P2926
# InterPro ID
1,InterPro[Inter],NOUN[ADP],2[3],compound[case]
2,ID[Pro],NOUN[PROPN],0[3],root[compound]
<none>[3],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P2930
# INSPIRE-HEP author ID
1,INSPIRE-HEP[INSPIRE],ADJ[NOUN],3,amod[compound]
2,author[-],NOUN[PUNCT],3,compound[punct]
3,ID[HEP],NOUN[PROPN],0[5],root[compound]
<none>[4],<none>[author],<none>[NOUN],<none>[5],<none>[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P2941
# Munk's Roll ID
1[1-2],Munk[Munk's],PROPN[_],4[_],nmod:poss[_]
2[1],'s[Munk],PART[PROPN],1[4],case[nmod:poss]
3[2],Roll['s],NOUN[PART],4[1],compound[case]
4[3],ID[Roll],NOUN[PROPN],0[4],root[compound]
<none>[4],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P3074
# Grace's Guide ID
1[1-2],Grace[Grace's],PROPN[_],4[_],nmod:poss[_]
2[1],'s[Grace],PART[PROPN],1[4],case[nmod:poss]
3[2],Guide['s],NOUN[PART],4[1],compound[case]
4[3],ID[Guide],NOUN[PROPN],0[4],root[compound]
<none>[4],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P3143
# elFilm film ID
1,el[elFilm],PROPN,2[3],compound
2,Film[film],NOUN,4[3],compound
3,film[ID],NOUN,4[0],compound[root]
4[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3144
# elFilm person ID
1,el[elFilm],PROPN,4[0],compound[root]
2,Film[person],NOUN,3,compound
3,person[ID],NOUN,4[1],compound[appos]
