# P31
# instance of
5,to,to,ADP,IN,6,case
6,body,body,NOUN,NN,1,obl
7,of,of,ADP,IN,8,case
8,water,water,NOUN,NN,6,nmod

# P210
# party chief representative
1,party,party,NOUN,NN,3[2],compound
2,chief,chief,ADJ[NOUN],JJ[NN],3,amod[compound]
3,representative,representative,NOUN,NN,0,root

# P248
# stated in
1,stated,state,VERB,VBN,0,root
2,in,in,ADP,IN[RB],1,obl[advmod]

# P277
# programmed in
1,programmed,program,VERB,VBN,0,root
2,in,in,ADP,IN,1,obl[compound:prt]

# P279
# subclass of
1,subclass,subclass,NOUN,NN,0,root
2,of,of,ADP,IN,1,nmod[case]

# P287
# designed by
1,designed,design,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P301
# category's main topic
1[1-2],category[category's],category[_],NOUN[_],NN[_],4[_],nmod:poss[_]
2[1],'s[category],'s[category],PART[NOUN],POS[NN],1[4],case[nmod:poss]
3[2],main['s],main['s],ADJ[PART],JJ[POS],4[1],amod[case]
4[3],topic[main],topic[main],NOUN[ADJ],NN[JJ],0[4],root[amod]
<none>[4],<none>[topic],<none>[topic],<none>[NOUN],<none>[NN],<none>[0],<none>[root]

# P360
# is a list of
1,is,be,AUX,VBZ,0[3],root[cop]
2,a,a,DET,DT,3,det
3,list,list,NOUN,NN,1[0],nsubj[root]
4,of,of,ADP,IN,3,nmod[case]

# P361
# part of
1,part,part,NOUN,NN,0,root
2,of,of,ADP,IN,1,nmod[case]

# P366
# has use
1,has,have,VERB[AUX],VBZ,0,root
2,use,use,NOUN,NN,1,obj

# P369
# Sandbox-Item
1,Sandbox,sandbox,NOUN,NN,3[0],compound[root]
2,-,-,PUNCT,HYPH[:],3[1],punct
3,Item,item,NOUN,NN,0[1],root[appos]

# P397
# parent astronomical body
1,parent,parent,NOUN[ADJ],NN[JJ],3,compound[amod]
2,astronomical,astronomical,ADJ,JJ,3,amod
3,body,body,NOUN,NN,0,root

# P399
# companion of
1,companion,companion,NOUN,NN,0,root
2,of,of,ADP,IN,1,nmod[case]

# P417
# patron saint
1,patron,patron,NOUN,NN,2,compound
2,saint,saint,PROPN[NOUN],NNP[NN],0,root

# P447
# review score by
1,review,review,NOUN,NN,2,compound
2,score,score,NOUN,NN,0,root
3,by,by,ADP,IN,2,nmod[case]

# P460
# said to be the same as
1,said,say,VERB,VBD[VBN],0,root
2,to,to,PART,TO,5,mark
3,be,be,AUX,VB,5,cop
4,the,the,DET,DT,5,det
5,same,same,ADJ,JJ,1,xcomp
6,as,as,PUNCT[SCONJ],.[IN],1[5],punct[mark]

# P461
# opposite of
1,opposite,opposite,ADJ[ADV],JJ[RB],0,root
2,of,of,ADP,IN,1,obl[case]

# P462
# color
1,color,color,NOUN[PROPN],NN[NNP],0,root

# P463
# member of
1,member,member,NOUN,NN,0,root
2,of,of,ADP,IN,1,nmod[case]

# P466
# occupant
1,occupant,occupant,NOUN[ADJ],NN[JJ],0,root

# P467
# legislated by
1,legislated,legislate,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P468
# dan/kyu rank
1,dan,dan,PROPN,NNP,4,compound
2,/,/,SYM[PUNCT],",",3[4],punct
3,kyu,kyu,NOUN,NN,4,compound
4,rank,rank,NOUN,NN,0,root

# P470
# Eight Banner register
1,Eight,eight,NUM,CD,3[2],nummod
2,Banner,Banner[banner],NOUN,NN,3,compound
3,register,register,NOUN,NN,0,root

# P485
# archives at
1,archives,archive,NOUN,NNS,0,root
2,at,at,ADP,IN,1,nmod[case]

# P500
# exclave of
1,exclave,exclave,NOUN,NN,0,root
2,of,of,ADP,IN,1,nmod[case]

# P501
# enclave within
1,enclave,enclave,NOUN,NN,0,root
2,within,within,ADP,IN,1,nmod[case]

# P509
# cause of death
1,cause,cause,ADP[NOUN],IN[NN],0,root
2,of,of,ADP,IN,3,case
3,death,death,NOUN,NN,1,obl[nmod]

# P514
# interleaves with
1,interleaves,interleave,VERB[NOUN],VBZ[NNS],0,root
2,with,with,ADP,IN,1,obl[mark]

# P516
# powered by
1,powered,power,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P523
# temporal range start
1,temporal,temporal,ADJ,JJ,2[3],amod
2,range,range,NOUN,NN,3,compound
3,start,start,NOUN,NN,0,root

# P527
# has part (s)
1,has,have,VERB,VBZ,0,root
2,part(s[part],part([part],NOUN,NNS[NN],1,obj
3,)[(],)[(],PUNCT,-RRB-[-LRB-],1[2],punct
<none>[4],<none>[s],<none>[s],<none>[ADJ],<none>[AFX],<none>[2],<none>[amod]
<none>[5],<none>[)],<none>[)],<none>[PUNCT],<none>[-RRB-],<none>[2],<none>[punct]

# P531
# diplomatic mission sent
1,diplomatic,diplomatic,ADJ,JJ,2,amod
2,mission,mission,NOUN,NN,0[3],root[nsubj:pass]
3,sent,send,VERB,VBN,2[0],acl[root]

# P538
# mineral fracture
1,mineral,mineral,ADJ,JJ[NN],2,amod[compound]
2,fracture,fracture,NOUN,NN,0,root

# P541
# office contested
1,office,office,NOUN,NN,0,root
2,contested,contested[contest],VERB,VBN,1,acl

# P542
# officially opened by
1,officially,officially,ADV,RB,2,advmod
2,opened,open,VERB,VBN,0,root
3,by,by,ADP,IN,2,obl[compound:prt]

# P545
# torch lit by
1,torch,torch,NOUN,NN,2,nsubj:pass[nsubj]
2,lit,light,VERB,VBN,0,root
3,by,by,ADP,IN,2,obl[compound:prt]

# P547
# commemorates
1,commemorates,commemorate,VERB[NOUN],VBZ[NNS],0,root

# P553
# website account on
1,website,website,NOUN,NN,2,compound
2,account,account,NOUN,NN,0,root
3,on,on,ADP,IN,2,nmod[case]

# P559
# terminus
1,terminus,terminus,NOUN[PROPN],NN[NNP],0,root

# P565
# crystal habit
1,crystal,crystal,ADJ[NOUN],JJ[NN],2,amod[compound]
2,habit,habit,NOUN,NN,0,root

# P567
# underlies
1,underlies,underly,VERB[NOUN],VBZ[NNS],0,root

# P568
# overlies
1,overlies,overly,VERB[NOUN],VBZ[NNS],0,root

# P576
"# dissolved, abolished or demolished date"
1,dissolved,dissolve,VERB,VBN,6[0],amod[root]
2,",",",",PUNCT,",",3,punct
3,abolished,abolish,VERB,VBN,1,conj
4,or,or,CCONJ,CC,5,cc
5,demolished,demolish,VERB,VBN,1,conj
6,date,date,NOUN,NN,0[1],root[obj]

# P578
# Sandbox-TimeValue
1,Sandbox[Sandbox-],sandbox[sandbox-],NOUN,NN,0[2],root[compound]
2,-[TimeValue],-[TimeVAlue],PUNCT[PROPN],HYPH[NNP],1[0],punct[root]
3[<none>],TimeValue[<none>],TimeValue[<none>],PROPN[<none>],NNP[<none>],1[<none>],flat[<none>]

# P580
# start time
1,start,start,VERB[NOUN],VB[NN],0[2],root[compound]
2,time,time,NOUN,NN,1[0],obj[root]

# P598
# commander of (DEPRECATED)
1,commander,commander,NOUN,NN,0,root
2,of,of,ADP,IN,4,case
3,(,(,PUNCT,-LRB-,4,punct
4,DEPRECATED,DEPRECATED[deprecated],PROPN[ADJ],NNP[JJ],1,nmod
5,),),PUNCT,-RRB-,4,punct

# P619
# UTC date of spacecraft launch
1,UTC,UTC[utc],PROPN[NOUN],NNP[NN],2,compound
2,date,date,NOUN,NN,0,root
3,of,of,ADP,IN,5,case
4,spacecraft,spacecraft,NOUN,NN,5,compound
5,launch,launch,NOUN,NN,2,nmod

# P620
# UTC date of spacecraft landing
1,UTC,UTC[utc],PROPN[NOUN],NNP[NN],2,compound
2,date,date,NOUN,NN,0,root
3,of,of,ADP,IN,5,case
4,spacecraft,spacecraft,NOUN,NN,5,compound
5,landing,landing,NOUN,NN,2,nmod

# P622
# spacecraft docking/undocking date
1,spacecraft,spacecraft,NOUN,NN,5,compound
2,docking,docking,NOUN,NN,5,compound
3,/,/,SYM,",",4,punct[cc]
4,undocking,undocking,NOUN,NN,5[2],compound[conj]
5,date,date,NOUN,NN,0,root

# P629
# edition or translation of
1,edition,edition,NOUN,NN,0,root
2,or,or,CCONJ,CC,3,cc
3,translation,translation,NOUN,NN,1,conj
4,of,of,ADP,IN,1,nmod[case]

# P647
# drafted by
1,drafted,draft,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P654
# direction relative to location
1,direction,direction,NOUN,NN,0,root
2,relative,relative,ADV[ADJ],RB[JJ],1,advmod[amod]
3,to,to,ADP,IN,4,case
4,location,location,NOUN,NN,2,obl

# P660
# EC enzyme classification
1,EC,EC,PROPN,NNP,3[2],compound
2,enzyme,enzyme,NOUN,NN,3,compound
3,classification,classification,NOUN,NN,0,root

# P676
# lyrics by
1,lyrics,lyric,NOUN,NNS,0,root
2,by,by,ADP,IN,1,nmod[case]

# P678
# incertae sedis
1,incertae,incertae,X[ADJ],FW[JJ],2,compound[amod]
2,sedis,sedis,NOUN,NNS,0,root

# P689
# afflicts
1,afflicts,afflict,VERB[NOUN],VBZ[NNS],0,root

# P694
# replaced synonym (for nom. nov.)
1,replaced,replace,VERB,VBN,2,amod
2,synonym,synonym,NOUN,NN,0,root
3,(,(,PUNCT,-LRB-,5[6],punct
4,for,for,ADP,IN,5[6],case
5,nom.,nom.,NOUN,NN,2[6],nmod[compound]
6,nov.[nov],november[nov],PROPN[NOUN],NNP[NN],5[2],nmod:tmod[nmod]
7,)[.],)[.],PUNCT,-RRB-[.],5[2],punct
<none>[8],<none>[)],<none>[)],<none>[PUNCT],<none>[-RRB-],<none>[2],<none>[punct]

# P697
# ex taxon author
1,ex,ex,X[INTJ],AFX[UH],3,amod[discourse]
2,taxon,taxon,NOUN,NN,3,compound
3,author,author,NOUN,NN,0,root

# P702
# encoded by
1,encoded,encode,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P703
# found in taxon
1,found,find,VERB,VBN,0,root
2,in,in,ADP,IN,3,case
3,taxon,taxon,NOUN[PROPN],NN[NNP],1,obl

# P706
# located in/on physical feature
1,located,locate,VERB,VBN,0,root
2,in,in,ADP,IN,6,case
3,/,/,SYM,",",4,cc
4,on,on,ADP,IN,6[2],case[conj]
5,physical,physical,ADJ,JJ,6,amod
6,feature,feature,NOUN,NN,1,obl

# P708
# diocese
1,diocese,diocese,NOUN,NN[NNP],0,root

# P720
# asteroid spectral type
1,asteroid,asteroid,NOUN[ADJ],NN[JJ],3,compound[amod]
2,spectral,spectral,ADJ,JJ,3,amod
3,type,type,NOUN,NN,0,root

# P736
# cover art by
1,cover,cover,VERB[NOUN],VB[NN],0[2],root[compound]
2,art,art,NOUN,NN,1[0],obj[root]
3,by,by,ADP,IN,1[2],obl[case]

# P744
# asteroid family
1,asteroid,asteroid,NOUN[ADJ],NN[JJ],2,compound[amod]
2,family,family,NOUN,NN,0,root

# P748
# appointed by
1,appointed,appoint,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P750
# distributed by
1,distributed,distribute,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P765
# surface played on
1,surface,surface,NOUN,NN,2,nsubj[nsubj:pass]
2,played,play,VERB,VBN,0,root
3,on,on,ADP,RP[IN],2,advmod[obl]

# P783
# hymenium type
1,hymenium,hymenium,PROPN[NOUN],NNP[NN],2,compound
2,type,type,NOUN,NN,0,root

# P786
# stipe character
1,stipe,stipe,ADJ[NOUN],JJ[NN],2,amod[compound]
2,character,character,NOUN,NN,0,root

# P787
# spore print color
1,spore,spore,NOUN,NN,2[3],compound
2,print,print,NOUN,NN,3,compound
3,color,color,NOUN,NN,0,root

# P790
# approved by
1,approved,approve,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P805
# statement is subject of
1,statement,statement,NOUN,NN,3,nsubj
2,is,be,AUX,VBZ,3,cop
3,subject,subject,ADJ[NOUN],JJ[NN],0,root
4,of,of,ADP,IN,3,obl[case]

# P813
# retrieved
1,retrieved,retrieve,VERB,VBN[VBD],0,root

# P814
# IUCN protected areas category
1,IUCN,IUCN,PROPN,NNP,2[4],nsubj[compound]
2,protected,protect,VERB,VBD[VBN],0[3],root[amod]
3,areas,area,NOUN,NNS,4,compound
4,category,category,NOUN,NN,2[0],obj[root]

# P816
# decays to
1,decays,decay,VERB,VBZ,0,root
2,to,to,ADP,IN,1,obl[mark]

# P825
# dedicated to
1,dedicated,dedicate,VERB,VBN,0,root
2,to,to,ADP,IN,1,obl[mark]

# P853
# CERO rating
1,CERO,CERO[cero],PROPN,NNP,2,compound
2,rating,rating,NOUN,NN,0,root

# P872
# printed by
1,printed,print,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P878
# avionics
1,avionics,avionic[avionics],NOUN,NNS,0,root

# P887
# based on heuristic
1,based,base,VERB,VBN,0,root
2,on,on,ADP,IN,3,case
3,heuristic,heuristic,NOUN[ADJ],NN[JJ],1,obl

# P910
# topic's main category
1[1-2],topic[topic's],topic[_],NOUN[_],NN[_],4[_],nmod:poss[_]
2[1],'s[topic],'s[topic],PART[NOUN],POS[NN],1[4],case[nmod:poss]
3[2],main['s],main['s],ADJ[PART],JJ[POS],4[1],amod[case]
4[3],category[main],category[main],NOUN[ADJ],NN[JJ],0[4],root[amod]
<none>[4],<none>[category],<none>[category],<none>[NOUN],<none>[NN],<none>[0],<none>[root]

# P915
# filming location
1,filming,film[filming],VERB[NOUN],VBG[NN],0[2],root[compound]
2,location,location,NOUN,NN,1[0],obj[root]

# P941
# inspired by
1,inspired,inspire,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P1000
# record held
1,record,record,NOUN,NN,0[2],root[nsubj:pass]
2,held,hold,VERB,VBN,1[0],acl[root]

# P1016
# asteroid taxonomy
1,asteroid,asteroid,NOUN[ADJ],NN[JJ],2,compound[amod]
2,taxonomy,taxonomy,NOUN,NN,0,root

# P1027
# conferred by
1,conferred,confer,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P1028
# donated by
1,donated,donate,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P1029
# crew member (s)
1,crew,crew,NOUN,NN,2,compound
2,member(s[member],member,NOUN,NNS[NN],0,root
3,)[(],)[(],PUNCT,-RRB-[-LRB-],2,punct
<none>[4],<none>[s],<none>[s],<none>[ADJ],<none>[AFX],<none>[2],<none>[amod]
<none>[5],<none>[)],<none>[)],<none>[PUNCT],<none>[-RRB-],<none>[2],<none>[punct]

# P1033
# GHS signal word
1,GHS,GHS,PROPN,NNP,3[2],compound
2,signal,signal,NOUN,NN,3,compound
3,word,word,NOUN,NN,0,root

# P1039
# kinship to subject
1,kinship,kinship,NOUN,NN,0,root
2,to,to,PART[ADP],TO[IN],3,mark[case]
3,subject,subject,VERB[NOUN],VB[NN],1,acl[nmod]

# P1041
# socket supported
1,socket,socket,NOUN,NN,0[2],root[nsubj:pass]
2,supported,support,VERB,VBN,1[0],acl[root]

# P1049
# worshipped by
1,worshipped,worship,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P1060
# disease transmission process
1,disease,disease,NOUN,NN,3[2],compound
2,transmission,transmission,NOUN,NN,3,compound
3,process,process,NOUN,NN,0,root

# P1066
# student of
1,student,student,NOUN,NN,0,root
2,of,of,ADP,IN,1,nmod[case]

# P1074
# fictional or mythical analog of
1,fictional,fictional,ADJ,JJ,4,amod
2,or,or,CCONJ,CC,3,cc
3,mythical,mythical,ADJ,JJ,1,conj
4,analog,analog,NOUN,NN,0,root
5,of,of,ADP,IN,4,nmod[case]

# P1079
# launch contractor
1,launch,launch,VERB[NOUN],VB[NN],0[2],root[compound]
2,contractor,contractor,NOUN,NN,1[0],obj[root]

# P1081
# Human Development Index
1,Human,human,ADJ,JJ,3[2],amod
2,Development,development,NOUN,NN,3,compound
3,Index,index,NOUN,NN,0,root

# P1088
# Mohs' hardness
1[1-2],Mohs[Mohs'],Mohs[_],PROPN[_],NNP[_],3[_],nmod:poss[_]
2[1],'[Mohs],'s[Mohs],PART[PROPN],POS[NNPS],1[3],case[nmod:poss]
3[2],hardness['],hardness['s],NOUN[PART],NN[POS],0[1],root[case]
<none>[3],<none>[hardness],<none>[hardness],<none>[NOUN],<none>[NN],<none>[0],<none>[root]

# P1092
# total produced
1,total,total,ADJ,JJ,0[2],root[amod]
2,produced,produce,VERB,VBN,1[0],acl[root]

# P1097
# g-factor
1,g,gram[g],NOUN,NN,3,compound
2,-,-,PUNCT,HYPH,3,punct
3,factor,factor,NOUN,NN,0,root

# P1102
# flattening
1,flattening,flatten[flattening],VERB[NOUN],VBG[NN],0,root

# P1122
# spin quantum number
1,spin,spin,VERB[NOUN],VB[NN],0[3],root[compound]
2,quantum,quantum,NOUN,NN,3,compound
3,number,number,NOUN,NN,1[0],obj[root]

# P1125
# Gini coefficient
1,Gini,gini[Gini],NOUN[PROPN],NN[NNP],2,compound
2,coefficient,coefficient,NOUN,NN,0,root

# P1126
# isospin quantum number
1,isospin,isospin,ADJ[NOUN],JJ[NN],3,amod[compound]
2,quantum,quantum,NOUN,NN,3,compound
3,number,number,NOUN,NN,0,root

# P1127
# isospin z-component
1,isospin,isospin,NOUN,NN,2,compound
2,z-component[z-],z-component[z-],NOUN,NN,0[3],root[compound]
<none>[3],<none>[component],<none>[component],<none>[NOUN],<none>[NN],<none>[0],<none>[root]

# P1136
# solved by
1,solved,solve,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P1145
# Lagrangian point
1,Lagrangian,Lagrangian[lagrangian],ADJ,JJ,2,amod
2,point,point,NOUN,NN,0,root

# P1151
# topic's main Wikimedia portal
1[1-2],topic[topic's],topic[_],NOUN[_],NN[_],5[_],nmod:poss[_]
2[1],'s[topic],'s[topic],PART[NOUN],POS[NN],1[5],case[nmod:poss]
3[2],main['s],main['s],ADJ[PART],JJ[POS],5[1],amod[case]
4[3],Wikimedia[main],Wikimedia[main],PROPN[ADJ],NNP[JJ],5,compound[amod]
5[4],portal[Wikimedia],portal[Wikimedia],NOUN[PROPN],NN[NNP],0[5],root[compound]
<none>[5],<none>[portal],<none>[portal],<none>[NOUN],<none>[NN],<none>[0],<none>[root]

# P1192
# connecting service
1,connecting,connect,VERB,VBG,0[2],root[amod]
2,service,service,NOUN,NN,1[0],obj[root]

# P1200
# bodies of water basin category
1,bodies,body,NOUN,NNS,0,root
2,of,of,ADP,IN,5,case
3,water,water,NOUN,NN,5[4],compound
4,basin,basin,NOUN,NN,5,compound
5,category,category,NOUN,NN,1,nmod

# P1204
# Wikimedia portal's main topic
1,Wikimedia,Wikimedia,PROPN,NNP,2,compound
2[2-3],portal[portal's],portal[_],NOUN[_],NN[_],5[_],nmod:poss[_]
3[2],'s[portal],'s[portal],PART[PROPN],POS[NN],2[5],case[nmod:poss]
4[3],main['s],main['s],ADJ[PART],JJ[POS],5[2],amod[case]
5[4],topic[main],topic[main],NOUN[ADJ],NN[JJ],0[5],root[amod]
<none>[5],<none>[topic],<none>[topic],<none>[NOUN],<none>[NN],<none>[0],<none>[root]

# P1249
# time of earliest written record
1,time,time,NOUN,NN,0,root
2,of,of,ADP,IN,5,case
3,earliest,early,ADV[ADJ],RBS[JJS],4[5],advmod[amod]
4,written,write,VERB,VBN,5,amod
5,record,record,NOUN,NN,1,nmod

# P1269
# facet of
1,facet,facet,NOUN,NN,0,root
2,of,of,ADP,IN,1,nmod[case]

# P1290
# godparent
1,godparent,godparent,NOUN[ADJ],NN[JJ],0,root

# P1299
# depicted by
1,depicted,depict,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P1317
# floruit
1,floruit,floruit,NOUN[PROPN],NN[NNP],0,root

# P1318
# proved by
1,proved,prove,VERB,VBD[VBN],0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P1321
# place of origin (Switzerland)
1,place,place,NOUN,NN,0,root
2,of,of,ADP,IN,3,case
3,origin,origin,NOUN,NN,1,nmod
4,(,(,PUNCT,-LRB-,5,punct
5,Switzerland,Switzerland,PROPN,NNP,1,parataxis[appos]
6,),),PUNCT,-RRB-,5,punct

# P1336
# territory claimed by
1,territory,territory,NOUN,NN,2[0],nsubj[root]
2,claimed,claim,VERB,VBD[VBN],0[1],root[acl]
3,by,by,ADP,IN,2,obl

# P1339
# number of injured
1,number,number,NOUN,NN,0,root
2,of,of,ADP,IN,3,case
3,injured,injure,VERB,VBN,1,nmod[amod]

# P1344
# participant in
1,participant,participant,NOUN,NN,0,root
2,in,in,ADP,IN,1,nmod[case]

# P1347
# military casualty classification
1,military,military,ADJ,JJ,2[3],amod
2,casualty,casualty,NOUN,NN,3,compound
3,classification,classification,NOUN,NN,0,root

# P1351
# number of points/goals/set scored
1,number,number,NOUN,NN,8[0],nsubj[root]
2,of,of,ADP,IN,3,case
3,points,point,NOUN,NNS,1,nmod
4,/,/,SYM,",",5,cc
5,goals,goal,NOUN,NNS,3,conj
6,/,/,SYM,",",7,cc
7,set,set,NOUN,NN,5[3],conj
8,scored,score,VERB,VBD[VBN],0[3],root[acl]

# P1352
# ranking
1,ranking,rank[ranking],NOUN,NN,0,root

# P1358
# points for
1,points,point,NOUN,NNS,0,root
2,for,for,ADP,IN,1,nmod[case]

# P1359
# number of points/goals conceded
1,number,number,NOUN,NN,6[0],nsubj[root]
2,of,of,ADP,IN,3,case
3,points,point,NOUN,NNS,1,nmod
4,/,/,SYM,",",5,cc
5,goals,goal,NOUN,NNS,3,conj
6,conceded,concede,VERB,VBD[VBN],0[3],root[acl]

# P1363
# points/goal scored by
1,points,point,NOUN,NNS,4[0],nsubj[root]
2,/,/,SYM,",",3,cc
3,goal,goal,NOUN,NN,1,conj
4,scored,score,VERB,VBD[VBN],0[1],root[acl]
5,by,by,ADP,IN,4,advmod[obl]

# P1366
# replaced by
1,replaced,replace,VERB,VBN,0,root
2,by,by,ADP,IN,1,obl[compound:prt]

# P1376
# capital of
1,capital,capital,NOUN,NN,0,root
2,of,of,ADP,IN,1,nmod[case]

# P1382
# partially coincident with
1,partially,partially,ADV,RB,2,advmod
2,coincident,coincident,ADJ,JJ,0,root
3,with,with,ADP,IN,2,obl[mark]

# P1393
# proxy
1,proxy,proxy,NOUN[ADJ],NN[JJ],0,root

# P1398
# structure replaces
1,structure,structure,NOUN,NN,2,nsubj[compound]
2,replaces,replace,VERB[NOUN],VBZ[NNS],0,root

# P1411
# nominated for
1,nominated,nominate,VERB,VBN,0,root
2,for,for,ADP,IN,1,obl[mark]

# P1412
"# languages spoken, written or signed"
1,languages,language,NOUN,NNS,0,root
2,spoken,speak,VERB,VBN,1,acl
3,",",",",PUNCT,",",4,punct
4,written,write,VERB,VBN,2,conj
5,or,or,CCONJ,CC,6,cc
6,signed,sign,VERB,VBN,4[2],conj

# P1414
# GUI toolkit or framework
1,GUI,gui[GUI],NOUN,NN,2,compound
2,toolkit,toolkit,NOUN,NN,0,root
3,or,or,CCONJ,CC,4,cc
4,framework,framework,NOUN,NN,2,conj

# P1418
# orbits completed
1,orbits,orbit,NOUN,NNS,2[0],nsubj[root]
2,completed,complete,VERB,VBN,0[1],root[acl]

# P1424
# topic's main template
1[1-2],topic[topic's],topic[_],NOUN[_],NN[_],4[_],nmod:poss[_]
2[1],'s[topic],'s[topic],PART[NOUN],POS[NN],1[4],case[nmod:poss]
3[2],main['s],main['s],ADJ[PART],JJ[POS],4[1],amod[case]
4[3],template[main],template[main],NOUN[ADJ],NN[JJ],0[4],root[amod]
<none>[4],<none>[template],<none>[template],<none>[NOUN],<none>[NN],<none>[0],<none>[root]

# P1427
# start point
1,start,start,VERB[NOUN],VB[NN],0[2],root[compound]
2,point,point,NOUN,NN,1[0],obj[root]

# P1433
# published in
1,published,publish,VERB,VBN,0,root
2,in,in,ADP,IN,1,obl[compound:prt]

# P1437
# plea
1,plea,plea,NOUN[INTJ],NN[UH],0,root

# P1446
# number of missing
1,number,number,NOUN,NN,0,root
2,of,of,ADP,IN,3,case
3,missing,miss[missing],NOUN[ADJ],NN[JJ],1,nmod

# P1480
# sourcing circumstances
1,sourcing,sourcing,VERB[NOUN],VBG[NN],0[2],root[compound]
2,circumstances,circumstance,NOUN,NNS,1[0],obj[root]

# P1536
# immediate cause of
1,immediate,immediate,ADJ,JJ,2,amod
2,cause,cause,NOUN,NN,0,root
3,of,of,ADP,IN,2,nmod[case]

# P1537
# contributing factor of
1,contributing,contribute,VERB,VBG,2[0],amod[root]
2,factor,factor,NOUN,NN,0[1],root[obj]
3,of,of,ADP,IN,2[1],nmod[case]

# P1546
# motto
1,motto,motto,NOUN[PROPN],NN[NNP],0,root

# P1557
# manifestation of
